2025-06-23 16:42:54,770 - root - INFO - Loading historical files from Excel
2025-06-23 16:45:20,777 - root - INFO - Loading historical files from Excel
2025-06-23 16:45:31,052 - root - INFO - Loading historical files from Excel
2025-06-23 16:46:07,195 - root - INFO - Loaded 12410 master sales category records from SQL Server
2025-06-23 16:46:07,196 - root - INFO - Finished loading historical files
2025-06-23 16:46:07,196 - root - INFO - Getting master sales category from SQL Server and mapping to TUTTLE SALES CATEGORY
2025-06-23 16:46:57,118 - root - INFO - Loading historical files from Excel
2025-06-23 16:47:33,060 - root - INFO - Loaded 12410 master sales category records from SQL Server
2025-06-23 16:47:33,061 - root - INFO - Finished loading historical files
2025-06-23 16:47:33,061 - root - INFO - Getting master sales category from SQL Server and mapping to TUTTLE SALES CATEGORY
2025-06-23 16:47:33,327 - root - INFO - dropping columns
2025-06-23 16:47:33,370 - root - INFO - columns dropped
2025-06-23 16:47:33,515 - root - INFO - added YEAR and MONTH
2025-06-23 16:49:07,973 - root - INFO - Loading historical files from Excel
2025-06-23 16:49:43,691 - root - INFO - Loaded 12410 master sales category records from SQL Server
2025-06-23 16:49:43,692 - root - INFO - Finished loading historical files
2025-06-23 16:49:43,692 - root - INFO - Getting master sales category from SQL Server and mapping to TUTTLE SALES CATEGORY
2025-06-23 16:49:43,866 - root - INFO - Columns after merge: ['Date', 'IPS Sale', 'HQ Account Number_x', 'Headquarter', 'EAN', 'Title', 'Order Date', 'SL Account Number', 'Shipping Location', 'SL City', 'DC', 'Sold Units', 'Return Units', 'Net Sold Units', 'Gross Invc', 'Return Credit', 'Net Invc', 'Free Units', 'SL ST', 'SL Class of Trade', 'HQ Account Number_y', 'MASTER SALES CATEGORY']
2025-06-23 16:49:43,936 - root - INFO - dropping columns
2025-06-23 16:49:43,969 - root - INFO - columns dropped
2025-06-23 16:49:43,971 - root - INFO - Columns after dropping: ['Date', 'HQ Account Number_x', 'Headquarter', 'EAN', 'Title', 'SL Account Number', 'Net Sold Units', 'Net Invc', 'SL Class of Trade', 'HQ Account Number_y', 'TUTTLE SALES CATEGORY']
2025-06-23 16:49:44,115 - root - INFO - added YEAR and MONTH
2025-06-23 16:51:47,548 - root - INFO - Loading historical files from Excel
2025-06-23 16:52:23,389 - root - INFO - Loaded 12410 master sales category records from SQL Server
2025-06-23 16:52:23,389 - root - INFO - Finished loading historical files
2025-06-23 16:52:23,389 - root - INFO - Getting master sales category from SQL Server and mapping to TUTTLE SALES CATEGORY
2025-06-23 16:52:23,632 - root - INFO - dropping columns
2025-06-23 16:52:23,664 - root - INFO - columns dropped
2025-06-23 16:52:23,810 - root - INFO - added YEAR and MONTH
2025-06-23 16:52:24,442 - root - INFO - grouping complete
2025-06-23 16:53:19,760 - root - INFO - table created in SQL Server
2025-06-23 16:56:25,993 - root - INFO - Loading historical files from Excel
2025-06-23 16:57:02,084 - root - INFO - Loaded 12410 master sales category records from SQL Server
2025-06-23 16:57:02,085 - root - INFO - Finished loading historical files
2025-06-23 16:57:02,085 - root - INFO - Getting master sales category from SQL Server and mapping to TUTTLE SALES CATEGORY
